True_Quadrant,Pattern,F_T,F_S,True_P,Est_P,rand_p1,rand_p2,length,slope,curve,amp1,amp2,noise_std,phi,break_point,drift
Q4,PureTrend_Exponential,0.9979630455534124,0.3379446869425665,None,24,,,300,,,0.0,0.0,0.6293716698377705,,,
Q1,Trend+MultiSeason,0.9999982160487809,0.4848377441272518,48,24,48.0,96.0,300,0.31393301689301456,-1.7603705616247787,17.471042215992597,4.342250974794099,0.6181810568074989,,,
Q2,Pure_MultiSeason,0.6905872359301108,0.8466010230673011,48,50,48.0,96.0,300,0.0,0.0,14.764993029173201,11.192880639103372,0.8969944354794608,,,
Q3,Stationary_AR,0.028250513660041165,0.4866535940934674,None,100,,,300,0.0,0.0,0.0,0.0,5.0,0.5182787679981992,,
Q4,PureTrend_RandomWalk,0.9948720841768754,0.7572809242312336,None,150,,,300,,,0.0,0.0,1.1992669192994505,,,-0.41965683403043263
Q1,Trend+MultiSeason,0.9999982014741687,0.4696775507988269,48,24,48.0,96.0,300,0.1602312583844217,2.0549910589291733,21.10096039406271,5.794314749715318,1.147551899357328,,,
Q2,Pure_MultiSeason,0.5436648116895015,0.9790465991420276,48,50,48.0,96.0,300,0.0,0.0,21.172401846384172,4.441403446349104,0.7499858658512247,,,
Q3,Stationary_WN,0.06325074828696087,0.18303094794157782,None,20,,,300,0.0,0.0,0.0,0.0,10.461570367188369,,,
Q4,PureTrend_Exponential,0.9935667579398618,0.3188468044106266,None,24,,,300,,,0.0,0.0,0.8569312628150447,,,
Q1,Trend+MultiSeason,0.9999982397974124,0.48408592479682677,12,24,12.0,24.0,300,-0.19756416022637818,3.215872894157617,11.338774696240828,6.186027643414909,0.7005434949046629,,,
Q2,Pure_MultiSeason,0.7518491898810253,0.9859876648151872,12,12,12.0,24.0,300,0.0,0.0,26.803208404619433,6.328627728552157,0.5821004112790804,,,
Q3,Stationary_WN,0.03781103829265442,0.26171500970259154,None,13,,,300,0.0,0.0,0.0,0.0,6.208404685319554,,,
Q4,PureTrend_RandomWalk,0.996086911760926,0.9562154402725792,None,150,,,300,,,0.0,0.0,1.1937456051318533,,,-0.27946142857057843
Q1,Trend+MultiSeason,0.9999981904050428,0.47338515669781034,36,24,36.0,72.0,300,-0.36576427065437445,3.2994066774321493,12.388329223910013,3.646579614568505,1.2712538926504324,,,
Q2,Pure_MultiSeason,0.664411907016865,0.859809662335141,36,38,36.0,72.0,300,0.0,0.0,10.164594932765036,7.006567253789255,0.6415406272342372,,,
Q3,Stationary_AR,0.16482965847515196,0.31666910020070393,None,38,,,300,0.0,0.0,0.0,0.0,5.0,0.644773938499344,,
Q4,PureTrend_RandomWalk,0.9933408443861743,0.027292010228342378,None,24,,,300,,,0.0,0.0,1.2038079886036963,,,0.4762056670976794
Q1,Trend+MultiSeason,0.9999982171052917,0.477214130112528,36,24,36.0,72.0,300,-0.19296984036213194,4.288410464576201,8.934145663760994,4.5081262515937714,0.708337432941501,,,
Q2,Pure_MultiSeason,0.26252367196251014,0.9589522550979726,36,38,36.0,72.0,300,0.0,0.0,25.71883131068845,4.58980136342692,1.499990790435675,,,
Q3,Stationary_AR,0.26579222313783735,0.3933322256775932,None,27,,,300,0.0,0.0,0.0,0.0,5.0,0.5046666097223482,,
Q4,PureTrend_RandomWalk,0.9959590971718713,0.23989475199770316,None,24,,,300,,,0.0,0.0,1.2938579650710775,,,-0.474065182025614
Q1,Trend+MultiSeason,0.9999982173760363,0.47433061463844883,48,24,48.0,96.0,300,-0.1606514582207762,1.4106497892017036,9.418349634695996,2.1063417416883823,1.157099865228254,,,
Q2,Pure_MultiSeason,0.29579728247140047,0.6564381081444248,48,50,48.0,96.0,300,0.0,0.0,12.677684715339195,8.8387750351881,1.95660957548397,,,
Q3,Stationary_AR,0.027572516403936653,0.2927289653744205,None,38,,,300,0.0,0.0,0.0,0.0,5.0,0.49501079704704776,,
Q4,PureTrend_Exponential,0.9989080924086526,0.14045578061162278,None,24,,,300,,,0.0,0.0,0.7359623128281281,,,
Q1,Trend+MultiSeason,0.9999981722293083,0.47092767911996714,36,24,36.0,72.0,300,0.3309760079042051,4.363838073652252,21.83131712732495,3.222013823474791,0.9899225464945227,,,
Q2,Pure_MultiSeason,0.5404845749817428,0.959283508469896,36,38,36.0,72.0,300,0.0,0.0,21.83881584326444,5.975452882075317,1.3692663007265482,,,
Q3,Stationary_AR,0.16726013046402022,0.39557444853658874,None,16,,,300,0.0,0.0,0.0,0.0,5.0,0.4209937540314604,,
Q4,PureTrend_Break,0.9999806010263389,0.9999224740443299,None,150,,,300,,,0.0,0.0,0.543607806407708,,150.0,
Q1,Trend+MultiSeason,0.9999982394669819,0.48270936287325195,12,24,12.0,24.0,300,-0.2770116417352154,3.2474310506988253,14.449593779340649,2.3207038962890296,1.2575445400224328,,,
Q2,Pure_MultiSeason,0.7187758221331451,0.9539749587774419,12,12,12.0,24.0,300,0.0,0.0,15.296146680005405,6.008924371540191,1.263232484612918,,,
Q3,Stationary_AR,0.11767017447657269,0.3565012036470935,None,30,,,300,0.0,0.0,0.0,0.0,5.0,0.5932204073167417,,
Q4,PureTrend_Break,0.9999821011344745,0.99992822127209,None,150,,,300,,,0.0,0.0,0.6447013609954249,,150.0,
Q1,Trend+MultiSeason,0.9999982125795669,0.4739555949269686,48,24,48.0,96.0,300,-0.2907265993341086,3.31280924372711,24.998285105862312,7.669407070294536,1.4982299805872086,,,
Q2,Pure_MultiSeason,0.6429854224209923,0.9631220843711426,48,50,48.0,96.0,300,0.0,0.0,13.174376969094975,4.179217838262192,0.553534776521863,,,
Q3,Stationary_WN,0.0517800186235613,0.10700860134847745,None,6,,,300,0.0,0.0,0.0,0.0,5.001109866472592,,,
Q4,PureTrend_RandomWalk,0.9881331948886606,0.16321050271314486,None,24,,,300,,,0.0,0.0,0.5418221461432636,,,-0.2599906098197957
Q1,Trend+MultiSeason,0.9999982379921607,0.48620846727442724,12,24,12.0,24.0,300,-0.13219942179916935,2.2291016114317053,9.091551121110157,7.987754393745599,1.3238671877759547,,,
Q2,Pure_MultiSeason,0.7362359700681502,0.853381167890256,12,12,12.0,24.0,300,0.0,0.0,12.830238908217503,10.191440791653639,1.4735645847344654,,,
Q3,Stationary_AR,0.22850832812625044,0.24977874832184266,None,8,,,300,0.0,0.0,0.0,0.0,5.0,0.4759618050035793,,
Q4,PureTrend_Break,0.9998384314530734,0.9993554271775471,None,150,,,300,,,0.0,0.0,1.2815323134200756,,150.0,
Q1,Trend+MultiSeason,0.9999981458088897,0.4655972290522783,36,24,36.0,72.0,300,0.31328587161483146,2.657161891927186,18.195058825724843,6.579844606073435,0.9662613933603618,,,
Q2,Pure_MultiSeason,0.6605344475599632,0.8893634222229523,36,38,36.0,72.0,300,0.0,0.0,14.668460056086055,8.578945970611608,0.7913116767741986,,,
Q3,Stationary_AR,0.16764729804384948,0.30834826979043994,None,10,,,300,0.0,0.0,0.0,0.0,5.0,0.4341302123590291,,
Q4,PureTrend_RandomWalk,0.9912950727969961,0.21951714542047274,None,24,,,300,,,0.0,0.0,0.6468929294830641,,,0.28250963048721456
Q1,Trend+MultiSeason,0.9999982416985703,0.4968126322266351,12,24,12.0,24.0,300,0.26329336904544487,1.5293314082207334,18.930498183716843,2.55905892624102,0.6591346399130737,,,
Q2,Pure_MultiSeason,0.7565804608782228,0.9597787393429468,12,12,12.0,24.0,300,0.0,0.0,24.69458988115732,10.280540098293894,0.5143506144041593,,,
Q3,Stationary_WN,0.07328611754622372,0.24251565285670296,None,30,,,300,0.0,0.0,0.0,0.0,9.06035075693888,,,
Q4,PureTrend_RandomWalk,0.9905336758928688,0.4027515053054751,None,100,,,300,,,0.0,0.0,1.3370587114010413,,,-0.35767817870131835
Q1,Trend+MultiSeason,0.9999982412183811,0.4843144671434201,12,24,12.0,24.0,300,-0.10939762355661559,4.0100113745346775,20.5775618821353,3.3350407649865454,1.3380145784080373,,,
Q2,Pure_MultiSeason,0.7559378069906024,0.9282996595141587,12,12,12.0,24.0,300,0.0,0.0,17.457380408701127,9.896319081164977,0.6520851431647554,,,
Q3,Stationary_WN,0.08709766382715511,0.1826506405841688,None,6,,,300,0.0,0.0,0.0,0.0,6.117131541737684,,,
Q4,PureTrend_Exponential,0.9990490463410069,0.18034149152774392,None,24,,,300,,,0.0,0.0,0.7138160632976585,,,
Q1,Trend+MultiSeason,0.999998242992936,0.46018327703246054,24,24,24.0,48.0,300,0.13164268751566413,-1.3878854739477673,17.603286917389745,3.8114895003727955,1.238013708419603,,,
Q2,Pure_MultiSeason,0.6202086696424642,0.8988595716639627,24,23,24.0,48.0,300,0.0,0.0,11.678787816624816,5.869046178639265,1.833846783777305,,,
Q3,Stationary_WN,0.1436126049974522,0.11083075872468096,None,2,,,300,0.0,0.0,0.0,0.0,10.532699980120066,,,
Q4,PureTrend_RandomWalk,0.9966223324771086,0.10169141787442015,None,24,,,300,,,0.0,0.0,0.919266575108284,,,0.4157551310851978
Q1,Trend+MultiSeason,0.9999982379079362,0.4685628085422203,24,24,24.0,48.0,300,0.23620844330686833,-3.8132290261998554,20.053087982730396,5.024129295675997,1.3909352397529955,,,
Q2,Pure_MultiSeason,0.531698421905128,0.9124133945618966,24,25,24.0,48.0,300,0.0,0.0,10.924127986269196,4.617996138544803,1.2956226901893404,,,
Q3,Stationary_WN,0.15648134980896755,0.25654093760090546,None,11,,,300,0.0,0.0,0.0,0.0,11.855779505270897,,,
Q4,PureTrend_Break,0.999970499569063,0.9998816596948551,None,150,,,300,,,0.0,0.0,0.5638241856245697,,150.0,
Q1,Trend+MultiSeason,0.9999982343198031,0.4792599736516918,48,24,48.0,96.0,300,-0.3613463629342024,4.077465199504941,11.350043049489495,3.135435729563147,1.062232831246368,,,
Q2,Pure_MultiSeason,0.19807837015624452,0.9341333745186637,48,50,48.0,96.0,300,0.0,0.0,19.312307265671443,4.600606454583998,1.4070911252750455,,,
Q3,Stationary_WN,0.10689238863939177,0.23476114084156563,None,7,,,300,0.0,0.0,0.0,0.0,10.663335013465094,,,
Q4,PureTrend_RandomWalk,0.9768983963521113,0.16795224993280378,None,24,,,300,,,0.0,0.0,1.3959618626934454,,,-0.1036016633781602
Q1,Trend+MultiSeason,0.9999982409652471,0.49649829327398887,24,24,24.0,48.0,300,0.3474666765282187,3.5443087958905863,15.412575835439434,2.3925954049833655,1.3518676888363634,,,
Q2,Pure_MultiSeason,0.7335394331448324,0.9566204072737455,24,23,24.0,48.0,300,0.0,0.0,25.985789206890367,10.381497514775102,1.3843111473430936,,,
Q3,Stationary_WN,0.04130891574562956,0.19653740710765044,None,12,,,300,0.0,0.0,0.0,0.0,6.192657856377497,,,
Q4,PureTrend_RandomWalk,0.9964730262453778,0.1297441994487074,None,24,,,300,,,0.0,0.0,1.3333240800850943,,,-0.47830796043061463
Q1,Trend+MultiSeason,0.9999982345209724,0.4847723325504514,48,24,48.0,96.0,300,0.15001231608909343,-3.594715422048404,19.43623573668674,6.670921019238534,1.1526047757680544,,,
Q2,Pure_MultiSeason,0.5457637412205878,0.9836078234233268,48,50,48.0,96.0,300,0.0,0.0,23.662042182108994,4.296574688749539,0.5062941854929737,,,
Q3,Stationary_WN,0.041018544228865084,0.2766152183552153,None,33,,,300,0.0,0.0,0.0,0.0,12.92333516323062,,,
Q4,PureTrend_Break,0.9999672511438268,0.9998693768331991,None,150,,,300,,,0.0,0.0,1.2516275206031948,,150.0,
Q1,Trend+MultiSeason,0.9999982318716395,0.48432563140376284,48,24,48.0,96.0,300,-0.20686428300747353,-3.2501785790269104,24.22502008755251,2.860014699790697,1.2281487397247464,,,
Q2,Pure_MultiSeason,0.1986514606141816,0.825561398603621,48,50,48.0,96.0,300,0.0,0.0,10.803606023571026,4.728959888165227,1.3899272669872884,,,
Q3,Stationary_AR,0.13367198983647166,0.3335013216530984,None,150,,,300,0.0,0.0,0.0,0.0,5.0,0.6903214148216056,,
Q4,PureTrend_Exponential,0.9928026152583519,0.26964992485079964,None,24,,,300,,,0.0,0.0,1.1808470375424354,,,
Q1,Trend+MultiSeason,0.9999982439402499,0.4842526895781203,12,24,12.0,24.0,300,-0.3854776517190597,-3.7348522885091024,16.60577625930012,6.186654992416621,1.1926271322246769,,,
Q2,Pure_MultiSeason,0.6528891500981361,0.98448810990414,12,12,12.0,24.0,300,0.0,0.0,23.04164771893904,4.562279930037606,1.4937669922469197,,,
Q3,Stationary_AR,0.12652429569337587,0.090759676226142,None,13,,,300,0.0,0.0,0.0,0.0,5.0,0.5714582360740337,,
Q4,PureTrend_RandomWalk,0.9821135051908652,0.517278817399877,None,60,,,300,,,0.0,0.0,0.6153402543773704,,,0.414945578748561
Q1,Trend+MultiSeason,0.9999982427997524,0.4702336158741396,24,24,24.0,48.0,300,-0.21845981680262047,-3.6479612740833955,17.430445328470732,7.32696935771779,1.27405388182229,,,
Q2,Pure_MultiSeason,0.532882592992119,0.9512034753213491,24,23,24.0,48.0,300,0.0,0.0,20.17669492185402,6.224739797995079,1.847293872421596,,,
Q3,Stationary_AR,0.11554570026262012,0.21486734795665596,None,25,,,300,0.0,0.0,0.0,0.0,5.0,0.4154752738360074,,
Q4,PureTrend_Break,0.999888769543621,0.9995629886774411,None,150,,,300,,,0.0,0.0,1.441994230635217,,150.0,
Q1,Trend+MultiSeason,0.9999982371420985,0.4894065566655058,24,24,24.0,48.0,300,-0.1847148435726006,3.0919082049650943,8.159906291178128,4.871060896488588,1.02907319785243,,,
Q2,Pure_MultiSeason,0.6585933557566155,0.9672468223637382,24,25,24.0,48.0,300,0.0,0.0,28.057942481927537,8.684235637547086,0.7839425677363715,,,
Q3,Stationary_AR,0.0744754587320664,0.23113185084845134,None,30,,,300,0.0,0.0,0.0,0.0,5.0,0.6399277990472184,,
Q4,PureTrend_Exponential,0.9799506842259684,0.3101100393399967,None,24,,,300,,,0.0,0.0,0.9288139469278373,,,
Q1,Trend+MultiSeason,0.9999981515203042,0.46537981808188533,36,24,36.0,72.0,300,-0.3391300790556066,1.73362992977985,10.859350556320319,6.262618551835427,1.0350804775281308,,,
Q2,Pure_MultiSeason,0.5781717859689302,0.961320079369902,36,38,36.0,72.0,300,0.0,0.0,24.579776676648677,7.191858090986921,0.8946880943860076,,,
Q3,Stationary_WN,0.21593688394617772,0.21345878280421837,None,5,,,300,0.0,0.0,0.0,0.0,9.82839989949644,,,
Q4,PureTrend_Break,0.9999386018900617,0.9997554583935131,None,150,,,300,,,0.0,0.0,1.4584511350901257,,150.0,
Q1,Trend+MultiSeason,0.999998231207556,0.5432401990138946,24,24,24.0,48.0,300,-0.20109058970898638,1.3764891445970695,20.790895397096737,2.902434099317924,0.8561066015223894,,,
Q2,Pure_MultiSeason,0.5848890764734648,0.9469735685109281,24,25,24.0,48.0,300,0.0,0.0,12.13939734368517,4.321131690018903,1.17705861811775,,,
Q3,Stationary_WN,0.14680908989048047,0.2733800613132896,None,3,,,300,0.0,0.0,0.0,0.0,8.463488586782177,,,
Q4,PureTrend_Exponential,0.9664300654043657,0.22551415683084575,None,24,,,300,,,0.0,0.0,1.4812044241377853,,,
Q1,Trend+MultiSeason,0.999998114054258,0.4598287370851025,36,24,36.0,72.0,300,0.38902472820055256,1.0185077404292413,8.919910496900256,4.797335713378061,0.7364835407276521,,,
Q2,Pure_MultiSeason,0.4347700875652142,0.9698198716634927,36,38,36.0,72.0,300,0.0,0.0,29.290775323962844,5.831675043949896,0.8369031544830561,,,
Q3,Stationary_WN,0.12592866719000362,0.27072873979327494,None,7,,,300,0.0,0.0,0.0,0.0,6.273472265595531,,,
Q4,PureTrend_RandomWalk,0.9854403341078116,0.1209997837278235,None,24,,,300,,,0.0,0.0,1.1243946481290166,,,0.27834138575248324
Q1,Trend+MultiSeason,0.9999982667419829,0.49277076663308716,36,24,36.0,72.0,300,-0.21936869322019933,-1.082892193713426,10.30636941813869,7.132733152165268,0.558810786801471,,,
Q2,Pure_MultiSeason,0.6620930702504464,0.9065569332099783,36,38,36.0,72.0,300,0.0,0.0,21.720182798410647,11.716214593495325,0.6097312349945545,,,
Q3,Stationary_AR,0.2720990129926707,0.28399844220155224,None,8,,,300,0.0,0.0,0.0,0.0,5.0,0.42167570531910537,,
Q4,PureTrend_RandomWalk,0.987742896823724,0.0,None,24,,,300,,,0.0,0.0,1.4898496161473875,,,0.40104017952646365
Q1,Trend+MultiSeason,0.9999982672767433,0.4887756991491372,36,24,36.0,72.0,300,0.320853556532018,-3.659384229698408,20.29812473242605,7.534103365989627,0.5152661197060132,,,
Q2,Pure_MultiSeason,0.6181380145149691,0.9237393001439308,36,38,36.0,72.0,300,0.0,0.0,17.102527340954772,7.655362363068648,1.3079942261214692,,,
Q3,Stationary_AR,0.01991429708128678,0.3358214225198948,None,60,,,300,0.0,0.0,0.0,0.0,5.0,0.5561700036565124,,
Q4,PureTrend_Exponential,0.998616244759009,0.0,None,24,,,300,,,0.0,0.0,0.5153830788843967,,,
Q1,Trend+MultiSeason,0.9999982313942726,0.4844395152880264,48,24,48.0,96.0,300,-0.11714403459157968,-3.8542808760006944,24.922986992986374,6.8917162050283745,1.4533064011496122,,,
Q2,Pure_MultiSeason,0.6693523258003446,0.9067857465650329,48,50,48.0,96.0,300,0.0,0.0,21.92412703487743,11.9831749447244,1.6243352470444816,,,
Q3,Stationary_WN,0.08066410631520571,0.10673941703835721,None,4,,,300,0.0,0.0,0.0,0.0,6.88155334991481,,,
Q4,PureTrend_Exponential,0.989376371720698,0.24580146300298844,None,24,,,300,,,0.0,0.0,0.9334535045885378,,,
Q1,Trend+MultiSeason,0.9999981872402902,0.4734301983302812,36,24,36.0,72.0,300,0.10395081323841678,3.8355951597328315,15.582494044823747,2.535492498933699,1.032710739072553,,,
Q2,Pure_MultiSeason,0.3305184392137003,0.9380852445858786,36,38,36.0,72.0,300,0.0,0.0,18.618524043333515,4.738488192899382,1.3448853655249788,,,
Q3,Stationary_AR,0.24522488879058724,0.22007218290409658,None,11,,,300,0.0,0.0,0.0,0.0,5.0,0.46771058510103797,,
Q4,PureTrend_RandomWalk,0.976955270743239,0.9152414152841549,None,150,,,300,,,0.0,0.0,1.015495285567793,,,0.23222907178647645
Q1,Trend+MultiSeason,0.9999982552117758,0.4856074037521638,36,24,36.0,72.0,300,-0.12974940298459275,-3.7838456718893507,8.703838201787203,4.010151746684302,1.3583617277071247,,,
Q2,Pure_MultiSeason,0.5549813809102012,0.9380252935315483,36,38,36.0,72.0,300,0.0,0.0,27.907568296105755,10.11782202802532,1.636800656275231,,,
Q3,Stationary_AR,0.182016532766911,0.421792432106994,None,23,,,300,0.0,0.0,0.0,0.0,5.0,0.500892092262762,,
Q4,PureTrend_Exponential,0.9937525561913408,0.31932962874823734,None,24,,,300,,,0.0,0.0,0.6864351841234037,,,
Q1,Trend+MultiSeason,0.9999979771513547,0.436803989855737,36,24,36.0,72.0,300,0.12940886586020522,0.9888937602002261,14.79524523855869,7.880300750981772,1.1083555772334799,,,
Q2,Pure_MultiSeason,0.6676751379943451,0.8703873998776633,36,38,36.0,72.0,300,0.0,0.0,16.237127101094707,10.656625624495522,0.859194285402956,,,
Q3,Stationary_AR,0.006232222716915925,0.6625506205442074,None,150,,,300,0.0,0.0,0.0,0.0,5.0,0.6269878288896489,,
Q4,PureTrend_RandomWalk,0.9934196766551093,0.201961370856513,None,24,,,300,,,0.0,0.0,0.862165593192165,,,0.2476170469067061
Q1,Trend+MultiSeason,0.9999982308479214,0.4781692899395017,48,24,48.0,96.0,300,0.16512958427506508,3.3332651792385546,13.01441275187593,3.7632581008244754,1.3559689481798527,,,
Q2,Pure_MultiSeason,0.6203803176950895,0.8551397291929511,48,50,48.0,96.0,300,0.0,0.0,17.305701898061052,11.34807343240798,1.7875302525297252,,,
Q3,Stationary_WN,0.012537372850284556,0.42766723604365375,None,150,,,300,0.0,0.0,0.0,0.0,8.378914220990193,,,
Q4,PureTrend_RandomWalk,0.9369801403268351,0.0,None,24,,,300,,,0.0,0.0,1.356380594804101,,,0.2995708193634309
Q1,Trend+MultiSeason,0.9999982379991076,0.48331296017912495,12,24,12.0,24.0,300,-0.39345229171714213,3.3927887463088013,12.13092799229964,4.119642830396895,1.4714749096566124,,,
Q2,Pure_MultiSeason,0.7399184067910167,0.895126508543577,12,12,12.0,24.0,300,0.0,0.0,13.465336000671275,9.030246956539056,1.2947676570129962,,,
Q3,Stationary_AR,0.0383888894054345,0.37022764814795095,None,150,,,300,0.0,0.0,0.0,0.0,5.0,0.6296542177068412,,
Q4,PureTrend_Break,0.9999470142761756,0.9997883361865557,None,150,,,300,,,0.0,0.0,1.2869696803751685,,150.0,
Q1,Trend+MultiSeason,0.9999982404021849,0.48739514068715006,12,24,12.0,24.0,300,-0.1897281049900969,2.719224946253585,19.558081063885876,5.904733530216726,0.7655453215348355,,,
Q2,Pure_MultiSeason,0.6499470754118601,0.9689366350882456,12,12,12.0,24.0,300,0.0,0.0,22.584965217810893,6.448861633418076,1.8976635676981817,,,
Q3,Stationary_WN,0.18766924521591466,0.28148091130269304,None,5,,,300,0.0,0.0,0.0,0.0,6.012858161540507,,,
Q4,PureTrend_Break,0.9998549519543225,0.9994262385344002,None,150,,,300,,,0.0,0.0,1.0658586720565526,,150.0,
Q1,Trend+MultiSeason,0.9999982109851974,0.47601891582126854,36,24,36.0,72.0,300,-0.12991302730675816,4.170500148494894,10.62715045789883,5.875685283014569,0.8137581270110549,,,
Q2,Pure_MultiSeason,0.6044153528098746,0.919568899741833,36,38,36.0,72.0,300,0.0,0.0,24.267917578464935,10.955166017330441,1.699085026673178,,,
Q3,Stationary_AR,0.0016000602774952633,0.7329139274950367,None,150,,,300,0.0,0.0,0.0,0.0,5.0,0.6214150668901943,,
Q4,PureTrend_Exponential,0.9959732346001511,0.24739491557314597,None,24,,,300,,,0.0,0.0,1.4480904578982896,,,
Q1,Trend+MultiSeason,0.9999982582782658,0.4862513494208741,36,24,36.0,72.0,300,0.28389904118876175,-3.414331067401244,8.493669409745145,3.053482676234902,1.1692851314619201,,,
Q2,Pure_MultiSeason,0.5214705571302708,0.9326569671225526,36,38,36.0,72.0,300,0.0,0.0,22.786033041016722,8.035856194370993,1.4799907622031645,,,
Q3,Stationary_AR,0.010669269644782875,0.4202494135113545,None,75,,,300,0.0,0.0,0.0,0.0,5.0,0.6606469770866601,,
Q4,PureTrend_Exponential,0.9947477201660053,0.319389083172822,None,24,,,300,,,0.0,0.0,0.5849546840916706,,,
Q1,Trend+MultiSeason,0.9999982711634944,0.48970979518391355,36,24,36.0,72.0,300,0.3173175054740861,-3.0363855900987464,21.341771211962616,4.613190835802914,0.649071375275206,,,
Q2,Pure_MultiSeason,0.5016067952912342,0.9482226943004863,36,38,36.0,72.0,300,0.0,0.0,27.22972934041152,8.162120150068016,1.7927731652265069,,,
Q3,Stationary_AR,0.0,0.2121030625117516,None,75,,,300,0.0,0.0,0.0,0.0,5.0,0.6091489095966511,,
Q4,PureTrend_Exponential,0.9956210688522042,0.3289771707991801,None,24,,,300,,,0.0,0.0,0.6464807110652394,,,
Q1,Trend+MultiSeason,0.9999982421195057,0.48645443105973185,12,24,12.0,24.0,300,0.14292253098463198,3.055366039908109,18.408011988526198,6.138448357087678,1.4905993588568651,,,
Q2,Pure_MultiSeason,0.6397800177204545,0.985251768866742,12,12,12.0,24.0,300,0.0,0.0,23.780620255911984,4.429992184848846,1.6093337305279662,,,
Q3,Stationary_AR,0.0949382732126588,0.3077092038567464,None,38,,,300,0.0,0.0,0.0,0.0,5.0,0.4290887293649684,,
Q4,PureTrend_Break,0.9999584736050041,0.9998335620956132,None,150,,,300,,,0.0,0.0,0.848632262151718,,150.0,
Q1,Trend+MultiSeason,0.9999982381952905,0.48556813424413314,12,24,12.0,24.0,300,0.15337580227458814,-2.622334461740712,14.979414146754895,5.9582743030298975,1.0131181210024962,,,
Q2,Pure_MultiSeason,0.684526403593287,0.9359207741348353,12,12,12.0,24.0,300,0.0,0.0,11.842266440847522,4.926258662589567,1.3741562046564477,,,
Q3,Stationary_AR,0.15134947873692173,0.20334859179160847,None,19,,,300,0.0,0.0,0.0,0.0,5.0,0.4927086130604317,,
Q4,PureTrend_Exponential,0.9973922082205953,0.11608711399514238,None,24,,,300,,,0.0,0.0,1.1339657408659292,,,
Q1,Trend+MultiSeason,0.9999981630926952,0.46903860077153325,36,24,36.0,72.0,300,0.3260279504057255,4.064727559147776,22.7363596585743,4.8029044212521494,0.9345133271151936,,,
Q2,Pure_MultiSeason,0.5710585995160151,0.9383258069798814,36,38,36.0,72.0,300,0.0,0.0,15.44152414748952,5.849284809463765,0.7188916091277351,,,
Q3,Stationary_WN,0.1010946781746096,0.10103129840305447,None,3,,,300,0.0,0.0,0.0,0.0,14.059201581385867,,,
Q4,PureTrend_Exponential,0.9964076713323946,0.18624144703501277,None,24,,,300,,,0.0,0.0,0.517040777293162,,,
Q1,Trend+MultiSeason,0.9999982413222845,0.4830071144963747,12,24,12.0,24.0,300,-0.29742718677049085,3.731356115873001,8.602270829560915,7.134337061704235,1.328982409199999,,,
Q2,Pure_MultiSeason,0.7266902647193705,0.9906803948937278,12,12,12.0,24.0,300,0.0,0.0,27.193438361214152,5.023058768872498,0.8255994307013083,,,
Q3,Stationary_WN,0.09876515318734624,0.27818488386437923,None,7,,,300,0.0,0.0,0.0,0.0,14.430902519812829,,,
Q4,PureTrend_Break,0.9998330071746857,0.9993294975486637,None,150,,,300,,,0.0,0.0,1.1323026608602431,,150.0,
Q1,Trend+MultiSeason,0.9999982403371792,0.48792010726948554,12,24,12.0,24.0,300,-0.22393626554870105,-1.763275105211377,12.356962002147647,2.4778467204765384,0.8882246886932689,,,
Q2,Pure_MultiSeason,0.6504772786809244,0.9882959585229183,12,12,12.0,24.0,300,0.0,0.0,24.523160670604863,4.1407232717989375,1.336098609853862,,,
Q3,Stationary_WN,0.16126617978727487,0.14344377147705822,None,2,,,300,0.0,0.0,0.0,0.0,8.512938256976078,,,
Q4,PureTrend_RandomWalk,0.9080204182771017,0.16193410681815923,None,24,,,300,,,0.0,0.0,0.7324189413487561,,,-0.13910137696401226
Q1,Trend+MultiSeason,0.9999982230703356,0.4754734852258017,48,24,48.0,96.0,300,0.26521854379942317,3.505083497057295,21.63202143763945,6.958238980620319,0.5123179324137421,,,
Q2,Pure_MultiSeason,0.008777087634013192,0.9790169181705427,48,100,48.0,96.0,300,0.0,0.0,10.63556527658922,9.079373232910683,0.6750338790235924,,,
Q3,Stationary_WN,0.14905060845908502,0.15409004481452204,None,3,,,300,0.0,0.0,0.0,0.0,11.743919211346014,,,
Q4,PureTrend_Exponential,0.9974942197851704,0.24118565786390977,None,24,,,300,,,0.0,0.0,0.6015463983430125,,,
Q1,Trend+MultiSeason,0.9999982143285279,0.47330841039011917,48,24,48.0,96.0,300,0.37663315627774907,2.452421547372947,19.3232696355787,5.90689736834798,1.0673987198007135,,,
Q2,Pure_MultiSeason,0.3151528478763129,0.9757618893945802,48,50,48.0,96.0,300,0.0,0.0,25.36654521473551,4.538600286539409,1.1939003846147822,,,
Q3,Stationary_WN,0.04976579092774858,0.2148746296628219,None,18,,,300,0.0,0.0,0.0,0.0,5.425856104338164,,,
Q4,PureTrend_RandomWalk,0.9624657346873705,0.05439210709699127,None,24,,,300,,,0.0,0.0,0.8389962527340422,,,-0.15663617573857122
Q1,Trend+MultiSeason,0.9999982168915716,0.4756007148190804,48,24,48.0,96.0,300,-0.324096609920118,2.651167103807098,16.68540300732083,2.2095402041776087,1.005027491107009,,,
Q2,Pure_MultiSeason,0.29528374478186137,0.9612026132760483,48,50,48.0,96.0,300,0.0,0.0,22.667029544751088,4.8277905755124975,0.8497710851912945,,,
Q3,Stationary_AR,0.27165805704072143,0.18766064407707095,None,9,,,300,0.0,0.0,0.0,0.0,5.0,0.48371701411659207,,
